url,company,reason,soft
No listing page,"andy lopez, p.a.",soft_flag:no listing,True
No listing page,aom brokers,soft_flag:no listing,True
No listing page,atlantic coast business advisors,soft_flag:no listing,True
No listing page,axia advisors,soft_flag:no listing,True
No listing page,bankside m&a advisors,soft_flag:no listing,True
No listing page,baton strategies,soft_flag:no listing,True
No listing page,bosque ridge,soft_flag:no listing,True
No listing page,business transition strategies,soft_flag:no listing,True
No listing page,california business realty,soft_flag:no listing,True
No listing page,cd gentry associates,soft_flag:no listing,True
Not a listing page,dealwrk,soft_flag:not a listing,True
No listing page,deb rea realty,soft_flag:no listing,True
This site can’t be reached,delex realty,soft_flag:this site can,True
This site can’t be reached,ebiz brokerage,soft_flag:this site can,True
Not a listing page,eliro inc,soft_flag:not a listing,True
Not a listing page,exit hero,soft_flag:not a listing,True
Not a listing page,first choice of east hartford,soft_flag:not a listing,True
Not a listing page,franchise development,soft_flag:not a listing,True
Not a listing page,game changer business results,soft_flag:not a listing,True
No listing page,heartland realty group llc,soft_flag:no listing,True
No listing page,horizon realty partner,soft_flag:no listing,True
Not a listing page,integral business brokers,soft_flag:not a listing,True
Not a listing page,jem advisory solutions,soft_flag:not a listing,True
https://www.bizbuysell.com/business-broker/jennifer-hernandez-massey/jh-massey-group/41643/,jh massey group,blocked_domain:bizbuysell.com,
No listing page,joseph loredo,soft_flag:no listing,True
Not a listing page,kenneth allen advisors llc,soft_flag:not a listing,True
No listing page,key realty llc,soft_flag:no listing,True
No listing page,kimberly small,soft_flag:no listing,True
No listing page,knight and co.,soft_flag:no listing,True
No listing page,maximum one realty,soft_flag:no listing,True
Not a listing page,"mohr partners, inc.",soft_flag:not a listing,True
Not a listing page,mosaic advisory partners,soft_flag:not a listing,True
Not a listing page,prewitt group co,soft_flag:not a listing,True
https://www.bizbuysell.com/search/ibba/businesses-for-sale/31/,pro business brokers of florida,blocked_domain:bizbuysell.com,
No listing page,prosperity partners inc.,soft_flag:no listing,True
No listing page,py realty co.,soft_flag:no listing,True
Not a listing page,re ebroker group,soft_flag:not a listing,True
Not a listing page,realy one group actin,soft_flag:not a listing,True
No listing page,regal real estate,soft_flag:no listing,True
No listing page,russell re marketing,soft_flag:no listing,True
No listing page,score commercial,soft_flag:no listing,True
Not a listing page,seaside business advisors,soft_flag:not a listing,True
No listing page,senior care realty by exp commercial,soft_flag:no listing,True
Not a listing page,simpli commercial,soft_flag:not a listing,True
No listing page,surebridge advisors,soft_flag:no listing,True
No listing page,surestep business advisors,soft_flag:no listing,True
Not a listing page,the big brokers,soft_flag:not a listing,True
Not a listing page,the compass group,soft_flag:not a listing,True
https://www.bizbuysell.com/business-broker/tim-gunsten/the-exit-company/39218/,the exit company,blocked_domain:bizbuysell.com,
No listing page,mercury link,soft_flag:no listing,True
https://www.bizbuysell.com/business-broker/greg-danielson/mercury-link/40670/?utm_source=chatgpt.com,business brokerage advisors,blocked_domain:bizbuysell.com,
No listing page,maverick business advisors,soft_flag:no listing,True
Not a listing page,melting point systems,soft_flag:not a listing,True
Not a listing page,nomad capital advisors,soft_flag:not a listing,True
Not a listing page,20/20 capital advisory group,soft_flag:not a listing,True
Not a listing page,aspire brokers llc,soft_flag:not a listing,True
Not a listing page,barron rei inc,soft_flag:not a listing,True
Not a listing page,bei,soft_flag:not a listing,True
No listing p age,biznavigators llc,soft_flag:no listing,True
Not a listing page,blue stem land & cattle,soft_flag:not a listing,True
Not a listing page,boss global advisors,soft_flag:not a listing,True
Not a listing page,bradshaw international properties,soft_flag:not a listing,True
Not a listing page,business 2 eternity,soft_flag:not a listing,True
Not a listing page,capstone real estate,soft_flag:not a listing,True
Not a listing page,"commonwealth properties, llc",soft_flag:not a listing,True
Not a listing page,cornerstone business valuation & brokerage,soft_flag:not a listing,True
Not a listing page,"corporate finance advisors, inc.",soft_flag:not a listing,True
Not a listing page,emj enterprises,soft_flag:not a listing,True
This site can’t be reached,"exit4smb, inc.",soft_flag:this site can,True
Not a listing page,fbp services inc,soft_flag:not a listing,True
Not a listing page,frazier capital,soft_flag:not a listing,True
Not a listing page,goldmind business advisors,soft_flag:not a listing,True
This site can’t be reached,invest real estate team,soft_flag:this site can,True
Not a listing page,lloyds investment realty,soft_flag:not a listing,True
This site can’t be reached,lubansky & white realty,soft_flag:this site can,True
Not a listing page,macon valley,soft_flag:not a listing,True
Not a listing page,murtha & murtha mergers and acquisitions llc,soft_flag:not a listing,True
Not a listing page,navigator associates,soft_flag:not a listing,True
Not a listing page,"north coast capital advisors, ltd.",soft_flag:not a listing,True
No listing page,northern edge,soft_flag:no listing,True
Not a listing page,premier realty & dev.,soft_flag:not a listing,True
Not a listing page,real new york,soft_flag:not a listing,True
https://bizmls.com/cgi-bin/a-bus2ff.asp?forsale=go,realamerica realty,blocked_domain:bizmls.com,
Not a listing page,regalton capital,soft_flag:not a listing,True
Not a listing page,remax dynamic properties,soft_flag:not a listing,True
No listing page,rjc business brokerage & consulting,soft_flag:no listing,True
Not a listing page,robert allen,soft_flag:not a listing,True
Not a listing page,russell commercial,soft_flag:not a listing,True
Not a listing page,sapphire mountain group,soft_flag:not a listing,True
Not a listing page,sherrod advisory group,soft_flag:not a listing,True
Not a listing page,the fountainhead firm,soft_flag:not a listing,True
https://www.bizbuysell.com/business-broker/david-tobin/tobin-leff/38746/,tobin leff,blocked_domain:bizbuysell.com,
Not a listing page,vi business advisors,soft_flag:not a listing,True
Not a listing page,vip realty - commercial,soft_flag:not a listing,True
No listing page,vivek sharma,soft_flag:no listing,True
Not a listing page,vp commercial,soft_flag:not a listing,True
Not a listing page,warnerwest advisors inc,soft_flag:not a listing,True
Not a listing page,white oak brokerage,soft_flag:not a listing,True
Not a listing page,"yeti commercial, llc",soft_flag:not a listing,True
nan,,empty_or_nan,
nan,,empty_or_nan,
