account,broker_name,company_name,listing_url
2786,brent bressler,bressler ventures lp,https://bizacqplus.com/our-listings
5051,bob karlis,cabot business brokers,https://www.cabotbb.com/businesses-for-sale
29407,dave kaverman,acuity mergers + acquisitions,https://www.acuityma.com/business-for-sale/
22529,"charles magoffin, cbb","alliant business investments, llc",https://alliantbizinv.com/listings
46105,reed greer,ana brokers,https://anabrokers.com/businesses-for-sale/
28078,stew gilgis,atlas-way group,https://atlas-way.com/listing-of-opportunites.html
27692,"todd jackson, jd/mba, cbi, cepa","beacon exit advisors, inc.",https://beaconexit.com/businesses-for-sale/
36655,michael ambrose,best laundry brokers,https://bestlaundrybrokers.com/laundries-for-sale/
39501,jeff games,blue stone business group,https://us.businessesforsale.com/us/agents/blue-stone-business-group
43647,john berlingieri,bridge business brokers,https://bridgebusinessbrokers.ca/broker-services/businesses-for-sale/
44325,thomas puffenberger ii,business network of ohio llc,https://www.businessnetworkohio.com/featured-listings
2472,"eric williams, mba",codiligent llc,https://www.codiligent.com/business-listings
46470,k'ehleyr james,crimson cardinal realty llc,https://www.cchealthcareintermediary.com/listings
39563,savas ozuolmez,ct restaurant brokers,https://www.ctrestaurantbrokers.com/
31577,michael nolan,empire business brokers inc.,https://www.empirebizbroker.com/businesses-for-sale
45099,medi hashemi,evergreen broker,https://evergreenbroker.com/cannabis-business-for-sale-listings-map/?&wmvc_view_type=list&order_by=field_6_NUMBER%20ASC#wdk_map_results
43805,erin pulito,field business advisors,https://fieldbusinessadvisors.com/?s=&post_type=listing&types=&price=&state=
24247,george metos,george metos,https://www.businessbrokergeorge.com/listings/
17891,matt slappey,georgia association of business brokers,https://gabb.org/businesses-for-sale/
502,rolf danryd,"griffin business brokers, inc.",https://griffinbusinessbrokers.com/businesses-for-sale/
28005,lawrie hollingsworth,"hollingsworth business consultants, llc",https://www.hollbizco.com/businesses-for-sale
33468,george huffman,iw business brokers,http://iwbusbrokers.com/listings/
4705,pravin pattni,kelly real estate group,https://www.bizquest.com/business-broker/kelly-right-real-estate/moe-yousefi/BW44661/
3222,dave richards,keystone business advisors,https://keystonebusinessadvisors.com/businesses-for-sale/
17449,jim handler,lvcbs,http://www.lvcbs.com/os/search-our-listings/
15828,david driscoll,metro business advisors,https://metrobusinessadvisors.com/business-for-sale/
18405,glen toadvine,"midwest business advisors, llc",https://www.mwbusinessadvisors.com/businesses-for-sale-1
19185,steve kim,newstar realty,http://newstarrealtyny.com/search-business-properties/
34643,jeff dousharm,no coast business advisors,http://nocoastbusinessadvisors.com/search-results/?
34123,patrick bice,"northwest business sales and certified appraisals, llc",https://nwbusinesssalesandappraisals.com/businesses-for-sale/
27565,sandi wolf,osborne homecare group,https://osbornehomecare.com/opportunities/
22101,david wilcox,"rbomn - restaurant brokers of minnesota, inc.",https://restaurantsforsale.com/
34177,wayne bullis,"rich-biz brokers & advisors, llc",https://richbizbrokers.com/listings/
28031,margot murphy,sage advisory group,https://www.sageadvisors.biz/businesses-for-sale
34393,george ash,simply marinas,https://www.simplymarinas.com/marinas-for-sale/
1939,michael k. mathews,success business services,https://sharpbizbrokers.com/for-sale/
11264,lee leney,texas area business source,https://www.texasbusinesssource.com/searchsellers.html
44317,linda campbell,the barnett capital group,https://barnettcapitalgroup.com/businesses-for-sale/
23842,brent freeman,the cbb group,https://www.thecbbgroup.com/active-listings
23888,philip marshall,the jordie lee company,https://www.bizquest.com/business-broker/the-jordie-lee-company/michael-hall/BW9930/
25531,merri cronk,tylas venture group llc,https://tylasvg.com/businesses-for-sale/
41813,raavi sravan,urban business brokers,https://urbanbusinessbrokers.com/listing.html
32001,bruce baird,"us route sales, inc.",https://www.usroutesales.com/listings/
34694,"brad coffman, cbi, cm&ap",valorem business brokers,https://valorembrokers.com/businesses-for-sale/
39685,jamison rounds,value visor business sales and real estate,https://valuevisor.com/businesses-for-sale/
39307,dj waddell,waddell mergers & acquisitions,https://waddellmergers.com/search-for-businesses-for-sale/
46567,john goodish,elite equity business brokers,https://eebb.ca/listings
46565,darren nguyen,bisbroker,https://bisbroker.com/bbs-listings/
47278,rocko bell,business lynx international,https://www.businesslynx.com/business-sales
47164,dale brunelle,first choice business brokers - raleigh durham,https://thetriangle.fcbb.com/businesses-for-sale
47944,jim young,first source business brokers,https://firstsourcebb.com/#buy
46648,terri breindel,happy valley business brokers,https://happyvalleybrokers.com/current-listings/
49913,steve mcconaghy,first choice business brokers columbus,https://columbus.fcbb.com/businesses-for-sale
50184,dave raleigh,first choice business brokers - west charlotte,https://westcharlotte.fcbb.com/businesses-for-sale
47684,josh rosenwald,anchor business advisors,https://anchorba.com/listings/
49200,travis webb,panhandle business brokers,https://panhandlebrokers.com/
1086,"matt coletta, lcbb, lcbi, m&ami",m&a business advisors,https://mabusinessadvisors.com/businesses-for-sale/
49329,shari mcguire,bizbroker+ / realty one group choice,https://www.bizbrokerplus.com/businessforsale/
49239,"liquor license sales pa-nj, llc","liquor license sales pa-nj, llc.",https://www.liquorlicensepanj.com/featured-listings/
46649,g e o buy sell restaurants gastronomy estates organization,geo,https://buysellgeo.com/listings/
49571,mitch mcginley,boutique fitness broker,https://boutiquefitnessbroker.com/businesses-for-sale
46837,cam iwasa,pdf development llc,https://www.pdf-usa.com/for-sale
49484,yasmine acebo,bridge point brokers,https://bridgepointbrokers.com/building-and-construction/
48084,clifford bramble,sellmorerestaurants.com,https://www.sellmorerestaurants.com/restaurants-for-sale.html
46801,katrina faber,gile business brokerage team,https://www.gilecre.com/business-brokerage-active-listings
47313,david berman,tower business brokers inc,https://towerbusinessbrokers.com/#BusinessForSale
47302,deborah byon,deborah byon investment realty,https://www.bizben.com/sp/1687812
50107,mike goldstein,keate partners,https://www.keatepartners.com/business-listings/
47971,shannon mcnichol,nichol city business brokers,https://www.nicholcitybusinessbrokers.com/listings.html
48427,2782761 inc.,ontario commercial group,https://www.ontario-commercial.com/businesses-for-sale/
48718,victoria collier,quid pro quo law,https://quidproquolaw.com/law-firm-listing/
49834,caroline harabedian,re-search concept,https://listyourhomesocal.com/business-for-sale
49443,team unbroker,unbroker,https://unbroker.com/businesses-for-sale/
50100,justin gaspari,coastal business advisors,https://coastaladvisors.ca/listings/
49733,adriana cowart,chisca group,https://www.chiscagroup.com/businesses-for-sale/
48522,matt evans,vestiary sales and consulting,https://businessesforsale.nebba.com/texas/bulverde/landscaping-and-yard-service-businesses-for-sale/
47792,kevin layton,apex business advisors,https://www.kcapex.com/business-listings/?status=active
49505,terry mcdonald,first choice business brokers colorado springs,https://thesprings.fcbb.com/businesses-for-sale?sort=FeaturedLocalBusinesses&page=1
46757,edward laub,"legacy advisors, llc/ keller williams commercial",https://legacyadvisors.info/listings-1
48867,daniel vasconcelos,first choice business brokers - lake nona,https://lakenona.fcbb.com/businesses-for-sale?location=Florida&sort=FeaturedLocalBusinesses&page=1
49040,danilo aquino,florida connexion business brokers,https://floridaconnexionbusiness.com/buy/featured-businesses-for-sale/
48376,jesse wallace,llg business brokers,https://businessbrokersllg.com/listings
48639,bob van vleet,marlin group,https://www.marlingroup.com/restaurants-for-sale-portland/
49644,pedro rojas,platano advisors,https://platanoadvisors.com/activelistingns-page
47091,scott blackwood,vista business group,https://vistabusinessexchange.com/listings
47922,todd smith,corbett business sales and acquisitions,https://corbettbusinessgroup.com/listings/
49204,brian sauvageau,first choice business brokers chicago west,https://chicagowest.fcbb.com/businesses-for-sale
47731,danny tuggle,laundry buyers llc,https://laundrybuyers.com/listings/
#N/A,jimmy yoon,team sprit real estate,https://www.teamspiritrealty.com/business-opportunities
46624,jean-philippe truchement,"mergent business brokers, llc",https://mergentbb.com/featured-listing/
47078,yvette criner,texas business for sale l.l.c.,https://txbusinesses4sale.com/listings-for-sale
49198,karina digiuni,interbloom group,https://www.interbloomgroup.com/business-listings/
49941,athari advisors,athari advisors,https://athariadvisors.com/listings-1997
49441,randy woodruff,bridge point business brokers,https://bridgepointbusinessbroker.com/business-listings/
49057,george st pierre,"contango investments, inc.",https://contangoinvestments.com/businesses-for-sale/
48246,abhimanyu bhalla,corporate business brokers,https://cbb-tristate.com/web/business
46490,mike chapin,first class business sales,https://firstclassgroup.myrealestateplatform.com/business-sales/
50064,steven ducharme,gulf coast business acquisitions & sales,https://www.gulfcoastbas.com/listings
47760,jordan copertino,juels business intermediary's,https://listings.bizequity.com/south-carolina/horry-county/other-wholesalers-and-distributors-for-sale/
49602,murali barathi,krea business,https://kreabusiness.com/businessforsale/
46939,dean jones,mass business brokers / tax force,https://www.tax-force.com/buy-a-business
49596,richard gadberry,three oaks advisory services,https://threeoaksbrokerage.com/listing-2/
49157,ahmed rana,usa business brokerage,https://www.businessbroker.net/listings/bfs_result.aspx?By=AdvancedSearch&r_id=33&ind_id=0&ask_price_l=&ask_price_h=&map_id=12&lcity=true&keyword=&lst_no=&time=0&bprice=0&fresale=0&ownerfi=0&county_id=0
49122,forge business brokerage,forge business brokerage,https://www.forgebb.com/listings
48129,robyn knox,robyn knox business broker & advisor,https://robynknox.co/businesses/
49263,scott todd,todd business solutions of the carolinas,https://toddbusinesssolutions.com/listings/
48568,jonathan vance,brubaker advisors,https://brubakeradvisors.com/listings
50090,steve smith,dental 360 advisors,https://dental360advisors.com/listings
49609,don taylor,foresight business brokers,https://foresightbusinessbrokers.com/businesses-for-sale/
47346,john gleason,genuine business advisors,https://www.genuinebusinessadvisors.com/listings/
49089,daniel diaz,"midtown realty international, inc,",https://buygasstations.com/for-sale-business-only
48984,joe hochman,northwest business brokers llc,https://nwbusinessbrokers.com/businesses-for-sale/
48226,h. paul lawrence,"pinnacle partner services, llc",https://pinnaclepartnerservice.com/routes-for-sale
48646,vlad rascanu,the friendly brokers,https://thefriendlybrokers.com/businesses-for-sale/
49839,michael curtin,winter park capital mb,https://wpbizbrokers.com/buy-a-business/#all-business-list
50048,michael thomas,first choice business brokers - northeast ohio,https://fcbb.com/listing-property/construction-northeast-ohio-profitable-established-mold-remediation-construction-business-241-24182#
49300,mark vanderwal,invictus,https://invictusweb.net/opportunities/
48526,rory mcdermott,mg business brokers,https://www.mgbb-nc.com/businesses-for-sale
47230,roger pinnix,"new generation realty & investments, inc.",https://childcaredirect.com/current-offerings/
49946,simon leibovich,troy business advisers llc,https://www.troyba.com/buy-a-business/
TW-NATL,Transworld Business Advisors,Transworld Business Advisors (National),https://www.tworld.com/buy-a-business/business-listing-search
SB-NATL,Sunbelt Business Brokers,Sunbelt Business Brokers (National),https://www.sunbeltnetwork.com/business-search/business-results/
MURPHY-NATL,Murphy Business,Murphy Business (National),https://www.murphybusiness.com/businesses-for-sale/
FAUSTO,markos bertolotti,fausto commercial realty,https://faustocommercial.com/inventory/
HUGHES,robert hughes,hughes properties inc.,https://hughesproperties.com/
GIVINGTREE,sinclair kim,giving tree realty,https://www.givingtreerealty.com/listings/
VRBIZ,vr business brokers,vr business brokers,https://bizbizbiz.com/
HSC,dan mcguire,hospitality services corp.,https://www.hscbrokers.com/property-listings/
EQUITY55,raj s shergill,equity 55,https://www.equity55.com/
RIVER,kavita purohit,river brokers,https://riverbrokers.com/commercial-listings/
CHOIJINA,jina obrien,professional realty group,https://choijina.com/index.php/our-properties/
BIGSTAR,charles kim,big star realty,https://www.bigstarrealty.net/
